date	c1	c2	c1_ctxt_l	c1_ctxt_r	c2_ctxt_l	c2_ctxt_r
20060810	ISR	LBN		forces,advance,in	forces,advance,in	
20060810	ISR	LBN		troops,push,further,into	troops,push,further,into	
20060810	ISR	LBN		pushes,further,into	pushes,further,into	
20060810	ISR	LBN		seizes	seizes	towns
20060810	IRQ	USA	soldiers,killed,two,missing,in		three	soldiers,killed,two,missing,in
20060810	ISR	PSE	young,girl,killed,in	air,strike,on	air,strike,on	
20060811	ISR	RUS		rejects	rejects	plan,11,dead,in
20060811	ISR	LBN		rejects	plan,11,dead,in	
20060811	LBN	RUS	plan,11,dead,in		rejects	plan,11,dead,in
20060811	LBN	RUS	calls,for	humanitarian,truce		calls,for
20060811	KOR	PRK		to,send,14m,flood,aid,to	to,send,14m,flood,aid,to	
20060811	IND	USA	warns	cities,may,be,targeted,for,attack		warns
20060812	ISR	LBN		broadens	broadens	operations
20060812	ISR	LBN				back,cease,fire,resolution,reports
20060812	ISR	LBN				warn,over,un,cease,fire,resolution
20060812	GBR	PAK	confirms	nationals,in,bomb,plot		confirms
20060812	ISR	LBN	un,to,discuss,peace,resolution,with			
20060812	ISR	LBN	un,to,set,a,date,for			cease,fire
20060813	ISR	LBN	hezbollah,downs	helicopter,in	helicopter,in	
20060813	ISR	LBN		and	and	agree,to,cease,fire
20060813	ISR	LBN		agree,cease,fire,date,annan,says		
20060813	URY	USA	faces	in,world,cup,play,off		faces
20060813	IRQ	USA	kills,26	rebels		kills,26
20060814	AUS	USA				deal,paves,way,for,cheaper,solar,power
20060814	BGD	KEN		wrap,up,series,against	wrap,up,series,against	
20060814	ISR	LBN			hezbollah,fighters,killed,in	
20060814	ISR	LBN		troops,begin	troops,begin	withdrawal
20060815	AUS	IRQ		man,dies,from	man,dies,from	blast,injuries
20060815	AUS	SOM		surgeons,help	surgeons,help	boy
20060815	CHN	JPN		condemns	condemns	pms,visit,to,war,shrine
20060815	CYP	GRC		remember,plane,crash		
20060815	NZL	USA		journalists,kidnapped,in		
20060815	PSE	USA	journalists,kidnapped,in			
20060815	NZL	PSE		journalists,kidnapped,in	journalists,kidnapped,in	
20060816	AUS	MYS		to,play	to,play	tri,series
20060816	BGD	KEN		complete	complete	rout
20060816	ISR	PSE		strike,kills,2,in	strike,kills,2,in	
20060816	IRN	SYR		claim,victory,in		
20060816	LBN	SYR	claim,victory,in			
20060816	IRN	LBN		claim,victory,in	claim,victory,in	
20060817	AUS	IDN		found,dead,in	found,dead,in	
20060817	AUS	IRQ		soldier,injured,in	soldier,injured,in	in,stable,condition
20060817	ISR	LBN		transfers,half,occupied	transfers,half,occupied	zones,to,un
20060817	DEU	ITA	beaten,but,big,wins,for	and		beaten,but,big,wins,for
20060817	ITA	NLD		beaten,but,big,wins,for	and	
20060817	DEU	NLD	beaten,but,big,wins,for	and	and	
20060818	AUS	USA	allenby,leads	charge,in	charge,in	pga
20060818	ISR	LBN	replace	forces,in,south		replace
20060818	AUS	NRU	urges	to,speed,up,asylum,seeker		urges
20060818	IND	LKA	play,suspended,in			one,dayer
20060819	IND	LKA				match,abandoned,again
20060819	ISR	LBN		denies,attacking,eastern	denies,attacking,eastern	
20060819	ISR	LBN		denies	denies	air,strikes
20060819	ISR	LBN		warplanes,fire,into,eastern	warplanes,fire,into,eastern	police
20060819	ISR	PSE		seizes,top	seizes,top	official
20060820	DEU	NGA		hostage,freed,in	hostage,freed,in	
20060820	IRN	ISR		ready,for	ready,for	action
20060820	ISR	LBN		to,push,on,with	to,push,on,with	raids
20060820	ISR	LBN	angry,over	air,raid		angry,over
20060820	IND	LKA	rain,ruins,another			one,dayer
20060820	CZE	POL	rossi,takes			hayden,in,sight
20060821	IRN	ISR	warns,of,strengthening	hamas,ties		warns,of,strengthening
20060821	AFG	AUS	troops,for		more	troops,for
20060822	ISR	PSE		tanks,enter	tanks,enter	clash,with,militants
20060822	ITA	NER		tourists,found,after	tourists,found,after	kidnapping
20060822	RUS	UKR		airliner,crashes,in,eastern	airliner,crashes,in,eastern	
20060823	AUS	CHN	detains	for,airline,bomb,threat		detains
20060823	IND	USA	plane,bound,for	turned,back,to,amsterdam		plane,bound,for
20060824	IRN	USA	intelligence,on		congress,report,faults	intelligence,on
20060824	DEU	LBN		train,bomb,suspect,arrested,in	train,bomb,suspect,arrested,in	
20060824	ISR	LBN	plays,down			plays,down
20060824	LBN	SYR		plays,down		dispute,over,troops
20060824	ISR	SYR	plays,down			dispute,over,troops
20060824	AUS	IND	search,continues,for,missing	in	in	
20060824	AUS	USA	and		stem,cell,debate,flares,again,in	and
20060824	AUS	USA	stem,cell,debate,on,agenda,again,in	and	and	
20060824	NLD	USA	plane,incident,not,terrorism	minister		plane,incident,not,terrorism
20060825	AUS	PHL		offers,to,train,troops,in,the	offers,to,train,troops,in,the	
20060825	AUS	LBN				deployment,returns
20060825	FRA	LBN	more	troops,land,in	troops,land,in	
20060826	AUS	NZL		riders,strike,gold,in	riders,strike,gold,in	
20060826	AUS	BRN		wright,sharing	wright,sharing	open,lead
20060826	UKR	USA	former	leader,jailed,in	leader,jailed,in	
20060826	AFG	FRA	soldiers,killed,in	blast		soldiers,killed,in
20060826	DEU	ISR		confirms,sale,of,two,submarines,to	confirms,sale,of,two,submarines,to	
20060826	ISR	PSE		army,kills	army,kills	in
20060826	ISR	PSE		army,kills	in	clash
20060826	PSE	PSE	army,kills	in	in	clash
20060826	ISR	LBN				hail,eu,troop,pledge
20060826	ESP	LTU				
20060826	LTU	TUR				reach,world,basketball
20060826	ESP	TUR				reach,world,basketball
20060826	ISR	USA	investigates	use,of,cluster,bombs		investigates
20060826	IRQ	USA	officer,pleads,guilty,in	fraud,case		officer,pleads,guilty,in
20060827	IRN	ISR	ahmadinejad,says	no,threat,to	no,threat,to	
20060827	SDN	USA	angry	protesters,mob	protesters,mob	envoys,car
20060827	AUS	BRN		pair,lead	pair,lead	open
20060827	AFG	GBR	soldier,taliban,killed,in			soldier,taliban,killed,in
20060827	IRN	ISR		no,threat,to	no,threat,to	ahmadinejad
20060827	IRN	ISR	not,fooled,by	assurances		not,fooled,by
20060827	IRN	ISR	not,fooled,by	nuclear,assurances		not,fooled,by
20060827	ISR	LBN				support,eu,troop,deployment
20060827	POL	TUR	massa,snatches,maiden	in	in	
20060827	AFG	USA	seeks			seeks
20060827	PAK	USA		border,crackdown		seeks
20060827	AFG	PAK	seeks			border,crackdown
20060828	JPN	USA	ramps,up,beef,exports,to			ramps,up,beef,exports,to
20060829	ISR	PSE		troops,kill,two,gunmen,in	troops,kill,two,gunmen,in	
20060829	ISR	LBN		to,conduct,inquiry,into	to,conduct,inquiry,into	war
20060830	ISR	LBN	annan,hopes,for	withdrawal,from	withdrawal,from	
20060830	AUS	BWA		softballers,thrash	softballers,thrash	
20060830	ISR	LBN		unmoved,by,un,call,to,lift	unmoved,by,un,call,to,lift	blockade
20060830	CHN	JPN	court,rejects,damages,for	sex,slaves		court,rejects,damages,for
20060831	GBR	GBR	goss,takes,tour,of	yellow	yellow	
20060831	IRQ	USA		forces,may,control,security,in,18,months	forces,may,control,security,in,18,months	
20060901	AUS	SDN		pledges,extra,55m,to	pledges,extra,55m,to	
20060901	GRC	USA		stun	stun	to,reach,world,champs,final
20060901	ISR	LBN		drops	drops	deployment,objections,says
20060901	LBN	SYR	to,increase,border,security,with			to,increase,border,security,with
20060902	ITA	LBN		troops,arrive,in	troops,arrive,in	to,boost,un,force
20060902	IRN	LBN	un,chief,in	to,bolster	to,bolster	truce
20060902	ARG	USA	down	to,claim,bronze		down
20060903	AUS	IDN	appeals,for	e,timor,cooperation		appeals,for
20060903	IRQ	IRQ		seizes,al,qaeda,in	seizes,al,qaeda,in	deputy
20060904	AUS	IRQ	more	troops,for	troops,for	
20060904	AUS	JOR	uk,tourist,killed	wounded,in	wounded,in	
20060906	FJI	IRQ		soldier,killed,in	soldier,killed,in	
20060907	AUS	NLD	royalty,to,visit			royalty,to,visit
20060908	IDN	USA		asks	asks	for,access,to,militant,hambali
20060910	ISR	LBN		fires,at	fires,at	boats
20060910	ISR	PSE		pm,ready,to,resume	pm,ready,to,resume	peace,talks
20060910	SDN	USA		frees	frees	reporter
20060912	SYR	USA	embassy,attacked,in			embassy,attacked,in
20060913	ISR	LBN		general,quits,under	general,quits,under	war,cloud
20060915	IRN	USA	report,on		atomic,watchdog,protests	report,on
20060915	AUS	IRQ	more	troops,bound,for	troops,bound,for	
20060915	AUS	IRQ	nelson,announces,more	troops,bound,for	troops,bound,for	
20060915	AFG	POL	to,boost	nato,troops,by,1000		to,boost
20060915	KOR	USA		recommit,to,six,party,talks		
20060916	AUS	IND		batting,against	batting,against	
20060916	AUS	IND		score,244,against	score,244,against	
20060916	AFG	CAN	to,boost,troops,in			to,boost,troops,in
20060916	CHN	IRN		urges	urges	to,be,flexible,on,nuclear,issue
20060916	PSE	PSE		intelligence,officer,shot,dead,in	intelligence,officer,shot,dead,in	
20060917	AUS	CHE		mclean,takes,cycling,gold,in	mclean,takes,cycling,gold,in	
20060917	AUS	THA		hurt,in	hurt,in	bombings
20060917	AUS	SLB		stand,off,forces	stand,off,forces	pm,to,change,trip
20060917	BEL	ITA				level,at,1,1,in,fed,cup,final
20060917	IND	PAK				agree,to,kashmir,peace,talks
20060917	IND	PAK				agree,to,resume,peace,talks
20060917	IND	PAK				to,resume,kashmir,peace,talks
20060917	ISR	LBN		beefs,up	beefs,up	war,probe
20060917	ITA	SOM		nun,murdered,in	nun,murdered,in	
20060917	ISR	USA	non,aligned,states,condemn			
20060918	AUS	SLB		criticised,over	criticised,over	mission
20060918	MMR	NRU	immigration,moves	asylum,seekers,to	asylum,seekers,to	
20060918	AUS	USA	calls,on	to,help,to,restart,wto,doha,round		calls,on
20060919	AUS	KHM		loses	loses	drug,sentence,appeal
20060919	AUS	NZL		unionists,join	unionists,join	picket,line
20060919	AUS	PRK		puts,new,sanctions,on	puts,new,sanctions,on	
20060919	AFG	CAN	to,stand,firm,in		downer,urges	to,stand,firm,in
20060919	AUS	SLB	commissioner,back,in		expelled	commissioner,back,in
20060919	ISR	LBN		to,fully,withdraw,from	to,fully,withdraw,from	in,days,mp
20060920	ISR	PSE		targets,finance,outlets,in	targets,finance,outlets,in	raids
20060921	THA	USA		military,coup,unjustified	military,coup,unjustified	
20060921	THA	USA	brands	coup,unjustified		brands
20060921	THA	USA	disappointed,in	coup		disappointed,in
20060922	AUS	IND		struggle,to,213,against	struggle,to,213,against	
20060922	AUS	IND	standing,in	way		standing,in
20060922	IRQ	ITA	ends,mission,in			ends,mission,in
20060922	THA	USA	reviews,aid,to			reviews,aid,to
20060922	PAK	USA	threatened,to,bomb	after,911,musharaf		threatened,to,bomb
20060923	IRQ	USA	3000,more	troops,needed,in,baghdad	troops,needed,in,baghdad	says
20060923	JPN	POL	capirossi,clinches			
20060923	ISR	LBN	troops,deployed,on	border		troops,deployed,on
20060923	SDN	USA	broadens,pressure,push,on			broadens,pressure,push,on
20060923	IND	USA	prepared,to,play,a,role,in			prepared,to,play,a,role,in
20060923	PAK	USA		peace		prepared,to,play,a,role,in
20060923	IND	PAK	prepared,to,play,a,role,in			peace
20060924	IRQ	USA	killed,at	palace,base		killed,at
20060924	ARG	AUS		knock	knock	out,of,davis,cup
20060924	FRA	USA				unable,to,confirm,bin,laden,claim
20060924	FRA	USA				unable,to,confirm,bin,laden,death,report
20060924	IRQ	USA		war,triggered,terrorism,says	war,triggered,terrorism,says	intelligence
20060925	GBR	USA				tobacco,to,pull,out,of,myrtleford
20060925	IRQ	USA		war,triggering,terrorism	war,triggering,terrorism	report
20060926	AFG	AUS		violence,underlines,risk,to	violence,underlines,risk,to	soldiers
20060926	ISR	LBN		to,complete	to,complete	withdrawal,within,week
20060926	AUS	USA	cigarette,case,may,spark	suit		cigarette,case,may,spark
20060927	AUS	IRQ		soldiers,in	soldiers,in	skirmish
20060927	AUS	CHL	pushes,for	wine,industry		pushes,for
20060927	AFG	VNM	houston,compares	mission,to	mission,to	
20060927	AUS	IDN		security,treaty,inches,forward		
20060927	ISR	PSE		court,to,free	court,to,free	deputy,pm,lawyer
20060927	CHN	JPN	hopes,for	summit,next,month		hopes,for
20060929	ISR	PSE		strike,kills,two,in	strike,kills,two,in	
20060929	GEO	RUS	begins,evacuation,from	capital,as		begins,evacuation,from
20060930	IND	PAK		police,blame	police,blame	spies,for,mumbai
20060930	GEO	RUS	suspends	troop,pull,out,after,row		suspends
20061001	IND	PAK		to,share,mumbai,bombs,evidence,with	to,share,mumbai,bombs,evidence,with	
20061001	ISR	LBN		warns,hezbollah,after,pulling,out,of	warns,hezbollah,after,pulling,out,of	
20061002	DZA	ITA	police,smash,suspected	terrorist		police,smash,suspected
20061002	ISR	LBN	army,warns	as,it,deploys,on,border		army,warns
20061002	GEO	RUS	suspends	transport,links		suspends
20061002	AUS	SLB	gang,attacks	mission		gang,attacks
20061003	IRQ	USA	soldiers,killed,in		six,more	soldiers,killed,in
20061005	PRK	USA	threatens	over,nuclear,test		threatens
20061005	PRK	USA	warns	against,nuclear,test		warns
20061006	AUS	TWN		giles,in,contention,at	giles,in,contention,at	open
20061007	ISR	LBN	pm,urges,un,action,over	flights		pm,urges,un,action,over
20061009	ETH	SOM	islamists,declare,jihad,against			islamists,declare,jihad,against
20061009	JPN	USA		to,take,decisive,action,against		
20061009	PRK	USA	to,take,decisive,action,against			
20061009	JPN	PRK		to,take,decisive,action,against	to,take,decisive,action,against	
20061010	AFG	PAK	natos	commander,in	commander,in	for,help
20061011	AUS	KHM				sign,prisoner,transfer,agreement
20061011	AUS	KHM		tourist,fined,for,buying	tourist,fined,for,buying	artefacts
20061011	BRA	ECU	kaka,gives	victory,over	victory,over	
20061011	PRK	USA	stance		more,nuclear,tests,depend,on	stance
20061011	GBR	IRQ	pay,rise,for	troops,in	troops,in	
20061011	AFG	GBR			pay,rise,for	troops,in
20061011	AFG	IRQ			troops,in	
20061012	MMR	THA	57,dead,as,floods,hit			
20061012	ARM	FRA	mps,vote,to,adopt	genocide,bill		mps,vote,to,adopt
20061013	AUS	SLB	anti	sentiment,ruled,out,in	sentiment,ruled,out,in	unrest
20061013	AUS	PRK		may,help,enforce,sanctions,on	may,help,enforce,sanctions,on	
20061013	ARM	TUR	frances	genocide,bill,angers	genocide,bill,angers	
20061013	FRA	TUR		law,outrages	law,outrages	
20061013	ISR	PSE		attacks,kill,9,in	attacks,kill,9,in	strip
20061013	JPN	PRK	warns	over,sanctions		warns
20061013	CHN	KOR		reach		
20061013	KOR	PRK			reach	agreement
20061013	CHN	PRK		reach	reach	agreement
20061013	PRK	USA	amends,draft	resolution		amends,draft
20061014	ISR	PSE	as	offensive,continues	7,killed,in	as
20061014	JPN	PRK		closes,ports,to	closes,ports,to	
20061014	AUS	SLB	sogavare,threatens	mission,in	mission,in	
20061014	AUS	SLB	pm,threatens,to,refuse	aid		pm,threatens,to,refuse
20061014	AUS	SLB	pm,threatens,to,shun	aid		pm,threatens,to,shun
20061014	ARM	TUR	accuses	of,firing,into,territory		accuses
20061014	GBR	IRQ	uk,army,chief,insists	will,stay,in	will,stay,in	
20061014	IRL	IRL	uk	propose,steps,for,n	propose,steps,for,n	deal
20061015	AFG	ITA		gunmen,kidnap	gunmen,kidnap	journalist
20061015	AUS	JPN		sheehan,victorious,in	sheehan,victorious,in	
20061015	AUS	PRK		govt,welcomes	govt,welcomes	sanctions
20061015	AUS	PRK		govt,welcomes,sanctions,on	govt,welcomes,sanctions,on	
20061015	POL	PRT	rossi,snatches	in	in	
20061015	AUS	VNM	war,memorial,to,fly,flags,of	s	s	
20061016	CHN	USA	pressures	to,enforce		pressures
20061016	PRK	USA	to,enforce	sanctions		pressures
20061016	CHN	PRK	pressures	to,enforce	to,enforce	sanctions
20061017	AUS	SLB		lawyer,represents	lawyer,represents	on,moti,issue
20061017	PRK	USA	confirms	nuclear,test		confirms
20061018	AUS	LKA		forensic,experts,to,assist	forensic,experts,to,assist	murder
20061018	GBR	IRQ		troops,risk,becoming,provocation,in	troops,risk,becoming,provocation,in	
20061018	ISR	PSE		troops,push,into	troops,push,into	4,palestinians,killed
20061018	IRQ	USA	soldiers,killed,in		ten	soldiers,killed,in
20061018	PRK	USA	sends,clear,warning,to			sends,clear,warning,to
20061019	IRQ	VNM	bush,accepts			comparison
20061019	IRQ	USA	troops,in		deadly,month,for	troops,in
20061019	IRQ	USA	soldiers,face,courts,martial,over		more	soldiers,face,courts,martial,over
20061020	CHN	USA				urge
20061020	CHN	PRK			urge	to,return,to,talks
20061020	PRK	USA	urge	to,return,to,talks		urge
20061020	CHN	PRK		vows,to,implement	vows,to,implement	sanctions
20061020	IRQ	VNM		comparison	cosgrove,dismisses	
20061020	IRQ	USA	doubts,about	war	growing	doubts,about
20061020	IRN	ISR		president,warns	president,warns	will,disappear
20061020	AUS	SLB	govt,moves,to,sack	head,of,police		govt,moves,to,sack
20061020	CHN	USA	applauds	move,on		applauds
20061020	PRK	USA	move,on			applauds
20061020	CHN	PRK	applauds	move,on	move,on	
20061021	AUS	POL		power,secures,indy	power,secures,indy	
20061021	FRA	ISR		urges	urges	to,stop,air,violations,in
20061021	IND	PAK		army,man,arrested,in,new	army,man,arrested,in,new	spy,row
20061021	AUS	SLB	solicitor,general,to,return,to			solicitor,general,to,return,to
20061022	AUS	TWN		wins	wins	race,up,worlds,tallest
20061022	AFG	GBR	un,employee,in	jail,after,bedroom		un,employee,in
20061022	PRK	RUS	for		rice,to,rally,support,in	for
20061022	IRQ	USA	rudd,says	war,bad,for	war,bad,for	reputation
20061023	AUS	SLB	howard,denies	behind	behind	raid
20061023	SLB	VUT		pm,office,raid,condemned,by,png	pm,office,raid,condemned,by,png	
20061024	HKG	PRK		detains	detains	cargo,ship
20061026	IRN	RUS	rejects,europes,un,draft,resolution,on			rejects,europes,un,draft,resolution,on
20061028	AFG	DEU	govt,after,new		pressure,grows,on	govt,after,new
20061028	SDN	TCD		accused,of,bombing,towns,in	accused,of,bombing,towns,in	
20061029	AUS	IRQ		soldiers,to,take,on,new,role,in	soldiers,to,take,on,new,role,in	
20061029	AUS	IND	batting,against			batting,against
20061101	ISR	LBN		vows,to,continue	vows,to,continue	flights
20061103	AFG	ITA	photographer,freed,in			photographer,freed,in
20061104	IRQ	RUS	electricity,workers,wounded,in		four	electricity,workers,wounded,in
20061105	AUS	FJI	accuses	of,customs,breach		accuses
20061106	AUS	FJI		accused,of	accused,of	weapons,import
20061106	AUS	FJI		denies,weapons,smuggled,into	denies,weapons,smuggled,into	
20061106	FJI	NZL	police,entering		clark,defends	police,entering
20061106	IRQ	USA		likely,to,be,top,issue,for	likely,to,be,top,issue,for	voters
20061106	IRQ	USA	death,toll,in	minute	murdoch,says	death,toll,in
20061106	AUS	THA	elephants,finally,call	home		elephants,finally,call
20061107	AFG	AUS	troops,race,donkeys,in	cup,race		troops,race,donkeys,in
20061107	GBR	IRQ		soldier,killed,in	soldier,killed,in	attack
20061108	AUS	IDN				security,pact,undemocratic
20061108	AUS	IDN				sign,security,pact
20061108	AUS	IDN				to,sign,new,security,agreement
20061108	AUS	IDN				to,sign,security,pact
20061108	AUS	IDN				to,sign,security,treaty
20061108	IRQ	USA		war,dominant,issue,in	war,dominant,issue,in	mid,term,elections
20061109	ISR	PSE	buries,dead,from	strike		buries,dead,from
20061109	IRQ	USA		not,the,only	not,the,only	election,issue,howard
20061109	ISR	PSE		to,probe	to,probe	civilian,deaths
20061109	IRQ	USA		withdrawal	pm,dismisses,talk,of	
20061109	IRQ	USA		politicians,welcome,rumsfelds,departure		
20061109	AUS	MEX	president,to,cancel		violence,forces	president,to,cancel
20061110	ARG	IRN		seeks,arrest,of,former	seeks,arrest,of,former	leader
20061110	AUS	IRQ		allies,to,meet,on	allies,to,meet,on	
20061110	IRQ	USA		involvement	howard,stands,by	
20061110	ISR	PSE		blames,technical,error,for	blames,technical,error,for	deaths
20061110	AUS	SLB	offers,moti,to			offers,moti,to
20061110	USA	VNM	to,deport,3	citizens,for,terrorist,plot		to,deport,3
20061111	AUS	IRQ		troops,leave,darwin,for,southern	troops,leave,darwin,for,southern	
20061111	IRQ	USA		policy	change,expected,in	
